CODIGO_DISTRITAL,NOMBRE,COD,PADRE,,,,,,INSERT PROVINCIA
12002,San Andrés,D,120,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(120,12002,'San Andrés');",,,,,
12003,Llano Bonito,D,120,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(120,12003,'Llano Bonito');",,,,,
12004,San Isidro,D,120,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(120,12004,'San Isidro');",,,,,
12005,Santa Cruz,D,120,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(120,12005,'Santa Cruz');",,,,,
12006,San Antonio,D,120,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(120,12006,'San Antonio');",,,,,
2,Alajuela,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(2,'Alajuela');",,,,,
201,Alajuela,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,201,'Alajuela');",,,,,
20101,Alajuela,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20101,'Alajuela');",,,,,
20102,San José,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20102,'San José');",,,,,
20103,Carrizal,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20103,'Carrizal');",,,,,
20104,San Antonio,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20104,'San Antonio');",,,,,
20105,Guácima,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20105,'Guácima');",,,,,
20106,San Isidro,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20106,'San Isidro');",,,,,
20107,Sabanilla,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20107,'Sabanilla');",,,,,
20108,San Rafael,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20108,'San Rafael');",,,,,
20109,Río Segundo,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20109,'Río Segundo');",,,,,
20110,Desamparados,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20110,'Desamparados');",,,,,
20111,Turrucares,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20111,'Turrucares');",,,,,
20112,Tambor,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20112,'Tambor');",,,,,
20113,La Garita,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20113,'La Garita');",,,,,
20114,Sarapiquí,D,201,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(201,20114,'Sarapiquí');",,,,,
202,San Ramón,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,202,'San Ramón');",,,,,
20201,San Ramón,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20201,'San Ramón');",,,,,
20202,Santiago,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20202,'Santiago');",,,,,
20203,San Juan,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20203,'San Juan');",,,,,
20204,Piedades Norte,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20204,'Piedades Norte');",,,,,
20205,Piedades Sur,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20205,'Piedades Sur');",,,,,
20206,San Rafael,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20206,'San Rafael');",,,,,
20207,San Isidro,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20207,'San Isidro');",,,,,
20208,Angeles,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20208,'Angeles');",,,,,
20209,Alfaro,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20209,'Alfaro');",,,,,
20210,Volio,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20210,'Volio');",,,,,
20211,Concepción,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20211,'Concepción');",,,,,
20212,Zapotal,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20212,'Zapotal');",,,,,
20213,San Isidro de Peñas Blancas,D,202,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(202,20213,'San Isidro de Peñas Blancas');",,,,,
203,Grecia,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,203,'Grecia');",,,,,
20301,Grecia,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20301,'Grecia');",,,,,
20302,San Isidro,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20302,'San Isidro');",,,,,
20303,San José,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20303,'San José');",,,,,
20304,San Roque,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20304,'San Roque');",,,,,
20305,Tacares,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20305,'Tacares');",,,,,
20306,Río Cuarto,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20306,'Río Cuarto');",,,,,
20307,Puente Piedra,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20307,'Puente Piedra');",,,,,
20308,Bolívar,D,203,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(203,20308,'Bolívar');",,,,,
204,San Mateo,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,204,'San Mateo');",,,,,
20401,San Mateo,D,204,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(204,20401,'San Mateo');",,,,,
20402,Desmonte,D,204,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(204,20402,'Desmonte');",,,,,
20403,Jesús María,D,204,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(204,20403,'Jesús María');",,,,,
205,Atenas,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,205,'Atenas');",,,,,
20501,Atenas,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20501,'Atenas');",,,,,
20502,Jesús,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20502,'Jesús');",,,,,
20503,Mercedes,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20503,'Mercedes');",,,,,
20504,San Isidro,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20504,'San Isidro');",,,,,
20505,Concepción,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20505,'Concepción');",,,,,
20506,San José,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20506,'San José');",,,,,
20507,Santa Eulalia,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20507,'Santa Eulalia');",,,,,
20508,Escobal,D,205,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(205,20508,'Escobal');",,,,,
206,Naranjo,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,206,'Naranjo');",,,,,
20601,Naranjo,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20601,'Naranjo');",,,,,
20602,San Miguel,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20602,'San Miguel');",,,,,
20603,San José,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20603,'San José');",,,,,
20604,Cirrí Sur,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20604,'Cirrí Sur');",,,,,
20605,San Jerónimo,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20605,'San Jerónimo');",,,,,
20606,San Juan,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20606,'San Juan');",,,,,
20607,Rosario,D,206,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(206,20607,'Rosario');",,,,,
207,Palmares,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,207,'Palmares');",,,,,
20701,Palmares,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20701,'Palmares');",,,,,
20702,Zaragoza,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20702,'Zaragoza');",,,,,
20703,Buenos Aires,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20703,'Buenos Aires');",,,,,
20704,Santiago,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20704,'Santiago');",,,,,
20705,Candelaria,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20705,'Candelaria');",,,,,
20706,Esquipulas,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20706,'Esquipulas');",,,,,
20707,La Granja,D,207,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(207,20707,'La Granja');",,,,,
208,Poás,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,208,'Poás');",,,,,
20801,San Pedro,D,208,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(208,20801,'San Pedro');",,,,,
20802,San Juan,D,208,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(208,20802,'San Juan');",,,,,
20803,San Rafael,D,208,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(208,20803,'San Rafael');",,,,,
20804,Carrillos,D,208,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(208,20804,'Carrillos');",,,,,
20805,Sabana Redonda,D,208,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(208,20805,'Sabana Redonda');",,,,,
209,Orotina,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,209,'Orotina');",,,,,
20901,Orotina,D,209,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(209,20901,'Orotina');",,,,,
20902,Mastate,D,209,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(209,20902,'Mastate');",,,,,
20903,Hacienda Vieja,D,209,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(209,20903,'Hacienda Vieja');",,,,,
20904,Coyolar,D,209,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(209,20904,'Coyolar');",,,,,
20905,Ceiba,D,209,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(209,20905,'Ceiba');",,,,,
210,San Carlos,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,210,'San Carlos');",,,,,
21001,Quesada,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21001,'Quesada');",,,,,
21002,Florencia,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21002,'Florencia');",,,,,
21003,Buenavista,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21003,'Buenavista');",,,,,
21004,Aguas Zarcas,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21004,'Aguas Zarcas');",,,,,
21005,Venecia,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21005,'Venecia');",,,,,
21006,Pital,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21006,'Pital');",,,,,
21007,Fortuna,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21007,'Fortuna');",,,,,
21008,Tigra,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21008,'Tigra');",,,,,
21009,Palmera,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21009,'Palmera');",,,,,
21010,Venado,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21010,'Venado');",,,,,
21011,Cutris,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21011,'Cutris');",,,,,
21012,Monterrey,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21012,'Monterrey');",,,,,
21013,Pocosol,D,210,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(210,21013,'Pocosol');",,,,,
211,Alfaro Ruiz,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,211,'Alfaro Ruiz');",,,,,
21101,Zarcero,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21101,'Zarcero');",,,,,
21102,Laguna,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21102,'Laguna');",,,,,
21103,Tapezco,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21103,'Tapezco');",,,,,
21104,Guadalupe,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21104,'Guadalupe');",,,,,
21105,Palmira,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21105,'Palmira');",,,,,
21106,Zapote,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21106,'Zapote');",,,,,
21107,Las Brisas,D,211,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(211,21107,'Las Brisas');",,,,,
212,Valverde Vega,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,212,'Valverde Vega');",,,,,
21201,Sarchí Norte,D,212,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(212,21201,'Sarchí Norte');",,,,,
21202,Sarchí Sur,D,212,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(212,21202,'Sarchí Sur');",,,,,
21203,Toro Amarillo,D,212,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(212,21203,'Toro Amarillo');",,,,,
21204,San Pedro,D,212,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(212,21204,'San Pedro');",,,,,
21205,Rodríguez,D,212,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(212,21205,'Rodríguez');",,,,,
213,Upala,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,213,'Upala');",,,,,
21301,Upala,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21301,'Upala');",,,,,
21302,Aguas Claras,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21302,'Aguas Claras');",,,,,
21303,San José o Pizote,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21303,'San José o Pizote');",,,,,
21304,Bijagua,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21304,'Bijagua');",,,,,
21305,Delicias,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21305,'Delicias');",,,,,
21306,Dos Ríos,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21306,'Dos Ríos');",,,,,
21307,Yolillal,D,213,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(213,21307,'Yolillal');",,,,,
214,Los Chiles,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,214,'Los Chiles');",,,,,
21401,Los Chiles,D,214,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(214,21401,'Los Chiles');",,,,,
21402,Caño Negro,D,214,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(214,21402,'Caño Negro');",,,,,
21403,Amparo,D,214,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(214,21403,'Amparo');",,,,,
21404,San Jorge,D,214,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(214,21404,'San Jorge');",,,,,
215,Guatuso,C,2,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(2,215,'Guatuso');",,,,,
21501,San Rafael,D,215,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(215,21501,'San Rafael');",,,,,
21502,Buenavista,D,215,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(215,21502,'Buenavista');",,,,,
21503,Cote,D,215,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(215,21503,'Cote');",,,,,
3,Cartago,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(3,'Cartago');",,,,,
301,Cartago,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,301,'Cartago');",,,,,
30101,Oriental,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30101,'Oriental');",,,,,
30102,Occidental,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30102,'Occidental');",,,,,
30103,Carmen,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30103,'Carmen');",,,,,
30104,San Nicolás,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30104,'San Nicolás');",,,,,
30105,Aguacaliente o San Francisco,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30105,'Aguacaliente o San Francisco');",,,,,
30106,Guadalupe o Arenilla,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30106,'Guadalupe o Arenilla');",,,,,
30107,Corralillo,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30107,'Corralillo');",,,,,
30108,Tierra Blanca,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30108,'Tierra Blanca');",,,,,
