CODIGO_DISTRITAL,NOMBRE,COD,PADRE,,,,,,INSERT PROVINCIA
30109,Dulce Nombre,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30109,'Dulce Nombre');",,,,,
30110,Llano Grande,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30110,'Llano Grande');",,,,,
30111,Quebradilla,D,301,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(301,30111,'Quebradilla');",,,,,
302,Paraíso,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,302,'Paraíso');",,,,,
30201,Paraíso,D,302,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(302,30201,'Paraíso');",,,,,
30202,Santiago,D,302,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(302,30202,'Santiago');",,,,,
30203,Orosi,D,302,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(302,30203,'Orosi');",,,,,
30204,Cachí,D,302,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(302,30204,'Cachí');",,,,,
30205,Los Llanos de Santa Lucía,D,302,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(302,30205,'Los Llanos de Santa Lucía');",,,,,
303,La Unión,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,303,'La Unión');",,,,,
30301,Tres Ríos,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30301,'Tres Ríos');",,,,,
30302,San Diego,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30302,'San Diego');",,,,,
30303,San Juan,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30303,'San Juan');",,,,,
30304,San Rafael,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30304,'San Rafael');",,,,,
30305,Concepción,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30305,'Concepción');",,,,,
30306,Dulce Nombre,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30306,'Dulce Nombre');",,,,,
30307,San Ramón,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30307,'San Ramón');",,,,,
30308,Río Azul,D,303,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(303,30308,'Río Azul');",,,,,
304,Jiménez,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,304,'Jiménez');",,,,,
30401,Juan Viñas,D,304,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(304,30401,'Juan Viñas');",,,,,
30402,Tucurrique,D,304,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(304,30402,'Tucurrique');",,,,,
30403,Pejibaye,D,304,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(304,30403,'Pejibaye');",,,,,
305,Turrialba,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,305,'Turrialba');",,,,,
30501,Turrialba,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30501,'Turrialba');",,,,,
30502,La Suiza,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30502,'La Suiza');",,,,,
30503,Peralta,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30503,'Peralta');",,,,,
30504,Santa Cruz,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30504,'Santa Cruz');",,,,,
30505,Santa Teresita,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30505,'Santa Teresita');",,,,,
30506,Pavones,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30506,'Pavones');",,,,,
30507,Tuis,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30507,'Tuis');",,,,,
30508,Tayutic,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30508,'Tayutic');",,,,,
30509,Santa Rosa,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30509,'Santa Rosa');",,,,,
30510,Tres Equis,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30510,'Tres Equis');",,,,,
30511,La Isabel,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30511,'La Isabel');",,,,,
30512,Chirripó,D,305,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(305,30512,'Chirripó');",,,,,
306,Alvarado,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,306,'Alvarado');",,,,,
30601,Pacayas,D,306,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(306,30601,'Pacayas');",,,,,
30602,Cervantes,D,306,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(306,30602,'Cervantes');",,,,,
30603,Capellades,D,306,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(306,30603,'Capellades');",,,,,
307,Oreamuno,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,307,'Oreamuno');",,,,,
30701,San Rafael,D,307,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(307,30701,'San Rafael');",,,,,
30702,Cot,D,307,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(307,30702,'Cot');",,,,,
30703,Potrero Cerrado,D,307,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(307,30703,'Potrero Cerrado');",,,,,
30704,Cipreses,D,307,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(307,30704,'Cipreses');",,,,,
30705,Santa Rosa,D,307,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(307,30705,'Santa Rosa');",,,,,
308,El Guarco,C,3,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(3,308,'El Guarco');",,,,,
30801,El Tejar,D,308,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(308,30801,'El Tejar');",,,,,
30802,San Isidro,D,308,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(308,30802,'San Isidro');",,,,,
30803,Tobosi,D,308,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(308,30803,'Tobosi');",,,,,
30804,Patio de Agua,D,308,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(308,30804,'Patio de Agua');",,,,,
4,Heredia,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(4,'Heredia');",,,,,
401,Heredia,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,401,'Heredia');",,,,,
40101,Heredia,D,401,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(401,40101,'Heredia');",,,,,
40102,Mercedes,D,401,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(401,40102,'Mercedes');",,,,,
40103,San Francisco,D,401,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(401,40103,'San Francisco');",,,,,
40104,Ulloa,D,401,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(401,40104,'Ulloa');",,,,,
40105,Varablanca,D,401,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(401,40105,'Varablanca');",,,,,
402,Barva,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,402,'Barva');",,,,,
40201,Barva,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40201,'Barva');",,,,,
40202,San Pedro,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40202,'San Pedro');",,,,,
40203,San Pablo,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40203,'San Pablo');",,,,,
40204,San Roque,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40204,'San Roque');",,,,,
40205,Santa Lucía,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40205,'Santa Lucía');",,,,,
40206,San José de la Montaña,D,402,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(402,40206,'San José de la Montaña');",,,,,
403,Santo Domingo,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,403,'Santo Domingo');",,,,,
40301,Santo Domingo,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40301,'Santo Domingo');",,,,,
40302,San Vicente,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40302,'San Vicente');",,,,,
40303,San Miguel,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40303,'San Miguel');",,,,,
40304,Paracito,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40304,'Paracito');",,,,,
40305,Santo Tomás,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40305,'Santo Tomás');",,,,,
40306,Santa Rosa,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40306,'Santa Rosa');",,,,,
40307,Tures,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40307,'Tures');",,,,,
40308,Pará,D,403,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(403,40308,'Pará');",,,,,
404,Santa Bárbara,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,404,'Santa Bárbara');",,,,,
40401,Santa Bárbara,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40401,'Santa Bárbara');",,,,,
40402,San Pedro,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40402,'San Pedro');",,,,,
40403,San Juan,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40403,'San Juan');",,,,,
40404,Jesús,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40404,'Jesús');",,,,,
40405,Santo Domingo del Roble,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40405,'Santo Domingo del Roble');",,,,,
40406,Puraba,D,404,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(404,40406,'Puraba');",,,,,
405,San Rafael,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,405,'San Rafael');",,,,,
40501,San Rafael,D,405,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(405,40501,'San Rafael');",,,,,
40502,San Josecito,D,405,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(405,40502,'San Josecito');",,,,,
40503,Santiago,D,405,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(405,40503,'Santiago');",,,,,
40504,Angeles,D,405,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(405,40504,'Angeles');",,,,,
40505,Concepción,D,405,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(405,40505,'Concepción');",,,,,
406,San Isidro,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,406,'San Isidro');",,,,,
40601,San Isidro,D,406,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(406,40601,'San Isidro');",,,,,
40602,San José,D,406,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(406,40602,'San José');",,,,,
40603,Concepción,D,406,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(406,40603,'Concepción');",,,,,
40604,San Francisco,D,406,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(406,40604,'San Francisco');",,,,,
407,Belén,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,407,'Belén');",,,,,
40701,San Antonio,D,407,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(407,40701,'San Antonio');",,,,,
40702,La Ribera,D,407,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(407,40702,'La Ribera');",,,,,
40703,Asunción,D,407,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(407,40703,'Asunción');",,,,,
408,Flores,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,408,'Flores');",,,,,
40801,San Joaquín,D,408,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(408,40801,'San Joaquín');",,,,,
40802,Barrantes,D,408,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(408,40802,'Barrantes');",,,,,
40803,Llorente,D,408,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(408,40803,'Llorente');",,,,,
409,San Pablo,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,409,'San Pablo');",,,,,
40901,San Pablo,D,409,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(409,40901,'San Pablo');",,,,,
410,Sarapiquí ,C,4,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(4,410,'Sarapiquí ');",,,,,
41001,Puerto Viejo,D,410,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(410,41001,'Puerto Viejo');",,,,,
41002,La Virgen,D,410,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(410,41002,'La Virgen');",,,,,
41003,Horquetas,D,410,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(410,41003,'Horquetas');",,,,,
41004,Llanuras de Gaspar,D,410,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(410,41004,'Llanuras de Gaspar');",,,,,
41005,Cureña,D,410,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(410,41005,'Cureña');",,,,,
5,Guanacaste,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(5,'Guanacaste');",,,,,
501,Liberia,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,501,'Liberia');",,,,,
50101,Liberia,D,501,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(501,50101,'Liberia');",,,,,
50102,Cañas Dulces,D,501,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(501,50102,'Cañas Dulces');",,,,,
50103,Mayorga,D,501,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(501,50103,'Mayorga');",,,,,
50104,Nacascolo,D,501,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(501,50104,'Nacascolo');",,,,,
50105,Curubande,D,501,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(501,50105,'Curubande');",,,,,
502,Nicoya,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,502,'Nicoya');",,,,,
50201,Nicoya,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50201,'Nicoya');",,,,,
50202,Mansión,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50202,'Mansión');",,,,,
50203,San Antonio,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50203,'San Antonio');",,,,,
50204,Quebrada Honda,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50204,'Quebrada Honda');",,,,,
50205,Sámara,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50205,'Sámara');",,,,,
50206,Nósara,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50206,'Nósara');",,,,,
50207,Belén de Nosarita,D,502,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(502,50207,'Belén de Nosarita');",,,,,
503,Santa Cruz,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,503,'Santa Cruz');",,,,,
50301,Santa Cruz,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50301,'Santa Cruz');",,,,,
50302,Bolsón,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50302,'Bolsón');",,,,,
50303,Veintisiete de Abril,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50303,'Veintisiete de Abril');",,,,,
50304,Tempate,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50304,'Tempate');",,,,,
50305,Cartagena,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50305,'Cartagena');",,,,,
50306,Cuajiniquil,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50306,'Cuajiniquil');",,,,,
50307,Diriá,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50307,'Diriá');",,,,,
50308,Cabo Velas,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50308,'Cabo Velas');",,,,,
50309,Tamarindo,D,503,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(503,50309,'Tamarindo');",,,,,
504,Bagaces,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,504,'Bagaces');",,,,,
50401,Bagaces,D,504,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(504,50401,'Bagaces');",,,,,
50402,Fortuna,D,504,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(504,50402,'Fortuna');",,,,,
50403,Mogote,D,504,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(504,50403,'Mogote');",,,,,
50404,Río Naranjo,D,504,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(504,50404,'Río Naranjo');",,,,,
505,Carrillo,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,505,'Carrillo');",,,,,
50501,Filadelfia,D,505,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(505,50501,'Filadelfia');",,,,,
50502,Palmira,D,505,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(505,50502,'Palmira');",,,,,
