CODIGO_DISTRITAL,NOMBRE,COD,PADRE,,,,,,INSERT PROVINCIA
50503,Sardinal,D,505,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(505,50503,'Sardinal');",,,,,
50504,Belén,D,505,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(505,50504,'Belén');",,,,,
506,Cañas,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,506,'Cañas');",,,,,
50601,Cañas,D,506,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(506,50601,'Cañas');",,,,,
50602,Palmira,D,506,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(506,50602,'Palmira');",,,,,
50603,San Miguel,D,506,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(506,50603,'San Miguel');",,,,,
50604,Bebedero,D,506,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(506,50604,'Bebedero');",,,,,
50605,Porozal,D,506,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(506,50605,'Porozal');",,,,,
507,Abangares,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,507,'Abangares');",,,,,
50701,Juntas,D,507,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(507,50701,'Juntas');",,,,,
50702,Sierra,D,507,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(507,50702,'Sierra');",,,,,
50703,San Juan,D,507,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(507,50703,'San Juan');",,,,,
50704,Colorado,D,507,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(507,50704,'Colorado');",,,,,
508,Tilarán,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,508,'Tilarán');",,,,,
50801,Tilarán,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50801,'Tilarán');",,,,,
50802,Quebrada Grande,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50802,'Quebrada Grande');",,,,,
50803,Tronadora,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50803,'Tronadora');",,,,,
50804,Santa Rosa,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50804,'Santa Rosa');",,,,,
50805,Líbano,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50805,'Líbano');",,,,,
50806,Tierras Morenas,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50806,'Tierras Morenas');",,,,,
50807,Arenal,D,508,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(508,50807,'Arenal');",,,,,
509,Nandayure,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,509,'Nandayure');",,,,,
50901,Carmona,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50901,'Carmona');",,,,,
50902,Santa Rita,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50902,'Santa Rita');",,,,,
50903,Zapotal,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50903,'Zapotal');",,,,,
50904,San Pablo,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50904,'San Pablo');",,,,,
50905,Porvenir,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50905,'Porvenir');",,,,,
50906,Bejuco,D,509,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(509,50906,'Bejuco');",,,,,
510,La Cruz,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,510,'La Cruz');",,,,,
51001,La Cruz,D,510,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(510,51001,'La Cruz');",,,,,
51002,Santa Cecilia,D,510,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(510,51002,'Santa Cecilia');",,,,,
51003,Garita,D,510,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(510,51003,'Garita');",,,,,
51004,Santa Elena,D,510,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(510,51004,'Santa Elena');",,,,,
511,Hojancha,C,5,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(5,511,'Hojancha');",,,,,
51101,Hojancha,D,511,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(511,51101,'Hojancha');",,,,,
51102,Monte Romo,D,511,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(511,51102,'Monte Romo');",,,,,
51103,Puerto Carrillo,D,511,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(511,51103,'Puerto Carrillo');",,,,,
51104,Huacas,D,511,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(511,51104,'Huacas');",,,,,
6,Puntarenas,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(6,'Puntarenas');",,,,,
601,Puntarenas,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,601,'Puntarenas');",,,,,
60101,Puntarenas,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60101,'Puntarenas');",,,,,
60102,Pitahaya,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60102,'Pitahaya');",,,,,
60103,Chomes,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60103,'Chomes');",,,,,
60104,Lepanto,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60104,'Lepanto');",,,,,
60105,Paquera,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60105,'Paquera');",,,,,
60106,Manzanillo,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60106,'Manzanillo');",,,,,
60107,Guacimal,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60107,'Guacimal');",,,,,
60108,Barranca,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60108,'Barranca');",,,,,
60109,Monte Verde,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60109,'Monte Verde');",,,,,
60110,Isla del Coco,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60110,'Isla del Coco');",,,,,
60111,Cóbano,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60111,'Cóbano');",,,,,
60112,Chacarita,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60112,'Chacarita');",,,,,
60113,Chira,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60113,'Chira');",,,,,
60114,Acapulco,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60114,'Acapulco');",,,,,
60115,Roble,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60115,'Roble');",,,,,
60116,Arancibia,D,601,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(601,60116,'Arancibia');",,,,,
602,Esparza,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,602,'Esparza');",,,,,
60201,Espíritu Santo,D,602,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(602,60201,'Espíritu Santo');",,,,,
60202,San Juan Grande,D,602,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(602,60202,'San Juan Grande');",,,,,
60203,Macacona,D,602,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(602,60203,'Macacona');",,,,,
60204,San Rafael,D,602,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(602,60204,'San Rafael');",,,,,
60205,San Jerónimo,D,602,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(602,60205,'San Jerónimo');",,,,,
603,Buenos Aires,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,603,'Buenos Aires');",,,,,
60301,Buenos Aires,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60301,'Buenos Aires');",,,,,
60302,Volcán,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60302,'Volcán');",,,,,
60303,Potrero Grande,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60303,'Potrero Grande');",,,,,
60304,Boruca,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60304,'Boruca');",,,,,
60305,Pilas,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60305,'Pilas');",,,,,
60306,Colinas o Bajo de Maíz,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60306,'Colinas o Bajo de Maíz');",,,,,
60307,Chánguena,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60307,'Chánguena');",,,,,
60308,Bioley,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60308,'Bioley');",,,,,
60309,Brunka,D,603,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(603,60309,'Brunka');",,,,,
604,Montes de Oro,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,604,'Montes de Oro');",,,,,
60401,Miramar,D,604,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(604,60401,'Miramar');",,,,,
60402,Unión,D,604,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(604,60402,'Unión');",,,,,
60403,San Isidro,D,604,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(604,60403,'San Isidro');",,,,,
605,Osa,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,605,'Osa');",,,,,
60501,Puerto Cortés,D,605,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(605,60501,'Puerto Cortés');",,,,,
60502,Palmar,D,605,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(605,60502,'Palmar');",,,,,
60503,Sierpe,D,605,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(605,60503,'Sierpe');",,,,,
60504,Bahía Ballena,D,605,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(605,60504,'Bahía Ballena');",,,,,
60505,Piedras Blancas,D,605,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(605,60505,'Piedras Blancas');",,,,,
606,Aguirre,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,606,'Aguirre');",,,,,
60601,Quepos,D,606,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(606,60601,'Quepos');",,,,,
60602,Savegre,D,606,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(606,60602,'Savegre');",,,,,
60603,Naranjito,D,606,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(606,60603,'Naranjito');",,,,,
607,Golfito,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,607,'Golfito');",,,,,
60701,Golfito,D,607,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(607,60701,'Golfito');",,,,,
60702,Puerto Jiménez,D,607,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(607,60702,'Puerto Jiménez');",,,,,
60703,Guaycará,D,607,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(607,60703,'Guaycará');",,,,,
60704,Pavon,D,607,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(607,60704,'Pavon');",,,,,
608,Coto Brus,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,608,'Coto Brus');",,,,,
60801,San Vito,D,608,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(608,60801,'San Vito');",,,,,
60802,Sabalito,D,608,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(608,60802,'Sabalito');",,,,,
60803,Agua Buena,D,608,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(608,60803,'Agua Buena');",,,,,
60804,Limoncito,D,608,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(608,60804,'Limoncito');",,,,,
60805,Pittier,D,608,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(608,60805,'Pittier');",,,,,
609,Parrita,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,609,'Parrita');",,,,,
60901,Parrita,D,609,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(609,60901,'Parrita');",,,,,
610,Corredores,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,610,'Corredores');",,,,,
61001,Corredor,D,610,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(610,61001,'Corredor');",,,,,
61002,La Cuesta,D,610,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(610,61002,'La Cuesta');",,,,,
61003,Paso Canoas,D,610,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(610,61003,'Paso Canoas');",,,,,
61004,Laurel,D,610,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(610,61004,'Laurel');",,,,,
611,Garabito,C,6,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(6,611,'Garabito');",,,,,
61101,Jacó,D,611,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(611,61101,'Jacó');",,,,,
61102,Tárcoles,D,611,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(611,61102,'Tárcoles');",,,,,
7,Limón,P,0,"INSERT INTO `BASE_DATOS`.`PROVINCIA_CR` (codigo_provincia, nombre_provincia) VALUES(7,'Limón');",,,,,
701,Limón,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,701,'Limón');",,,,,
70101,Limón,D,701,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(701,70101,'Limón');",,,,,
70102,Valle La Estrella,D,701,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(701,70102,'Valle La Estrella');",,,,,
70103,Río Blanco,D,701,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(701,70103,'Río Blanco');",,,,,
70104,Matama,D,701,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(701,70104,'Matama');",,,,,
702,Pococí,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,702,'Pococí');",,,,,
70201,Guápiles,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70201,'Guápiles');",,,,,
70202,Jiménez,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70202,'Jiménez');",,,,,
70203,Rita,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70203,'Rita');",,,,,
70204,Roxana,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70204,'Roxana');",,,,,
70205,Cariari,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70205,'Cariari');",,,,,
70206,Colorado,D,702,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(702,70206,'Colorado');",,,,,
703,Siquirres ,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,703,'Siquirres ');",,,,,
70301,Siquirres,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70301,'Siquirres');",,,,,
70302,Pacuarito,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70302,'Pacuarito');",,,,,
70303,Florida,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70303,'Florida');",,,,,
70304,Germania,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70304,'Germania');",,,,,
70305,Cairo,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70305,'Cairo');",,,,,
70306,Alegría,D,703,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(703,70306,'Alegría');",,,,,
704,Talamanca,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,704,'Talamanca');",,,,,
70401,Bratsi,D,704,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(704,70401,'Bratsi');",,,,,
70402,Sixaola,D,704,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(704,70402,'Sixaola');",,,,,
70403,Cahuita,D,704,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(704,70403,'Cahuita');",,,,,
70404,Telire,D,704,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(704,70404,'Telire');",,,,,
705,Matina,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,705,'Matina');",,,,,
70501,Matina,D,705,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(705,70501,'Matina');",,,,,
70502,Batán,D,705,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(705,70502,'Batán');",,,,,
70503,Carrandí,D,705,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(705,70503,'Carrandí');",,,,,
706,Guácimo,C,7,"INSERT INTO `BASE_DATOS`.`CANTON_CR` (codigo_provincia, codigo_canton, nombre_canton) VALUES(7,706,'Guácimo');",,,,,
70601,Guácimo,D,706,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(706,70601,'Guácimo');",,,,,
70602,Mercedes,D,706,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(706,70602,'Mercedes');",,,,,
70603,Pocora,D,706,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(706,70603,'Pocora');",,,,,
70604,Río Jiménez,D,706,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(706,70604,'Río Jiménez');",,,,,
70605,Duacarí,D,706,"INSERT INTO `BASE_DATOS`.`DISTRITO_CR` (codigo_canton,codigo_distrito, nombre_distrito) VALUES(706,70605,'Duacarí');",,,,,
,    ,,,,,,,,
,    ,,,,,,,,